customer_id,first_name,last_name,gender,date_of_birth,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,address,property_valuation,location_id
1663,Analiese,Grimsditch,Female,1978-01-30 00:00:00,VP Quality Control,Property,High Net Worth,N,Yes,9168 Thackeray Place,12,378
1664,Karlis,Alner,Male,1975-12-30 00:00:00,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,4889 Tomscot Park,11,94
1664,Karlis,Alner,Male,1975-12-30 00:00:00,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,4889 Tomscot Park,11,519
1665,Witty,Lauthian,Male,1977-11-18 00:00:00,Quality Engineer,Telecommunications,Mass Customer,N,No,709 Schmedeman Street,11,90
1665,Witty,Lauthian,Male,1977-11-18 00:00:00,Quality Engineer,Telecommunications,Mass Customer,N,No,709 Schmedeman Street,11,282
1666,Launce,Lording,Male,1977-04-02 00:00:00,Recruiting Manager,,Mass Customer,N,No,59 Steensland Alley,11,198
1667,Jaime,Simonnin,Male,1955-02-18 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,No,59643 Reindahl Plaza,11,283
1668,Aurlie,Bolter,Female,1965-06-13 00:00:00,Financial Advisor,Financial Services,Mass Customer,N,No,29438 Swallow Crossing,11,57
1668,Aurlie,Bolter,Female,1965-06-13 00:00:00,Financial Advisor,Financial Services,Mass Customer,N,No,29438 Swallow Crossing,11,346
1669,Jabez,Glasspoole,Male,1978-03-18 00:00:00,VP Accounting,Financial Services,High Net Worth,N,Yes,1 Fallview Street,10,90
1669,Jabez,Glasspoole,Male,1978-03-18 00:00:00,VP Accounting,Financial Services,High Net Worth,N,Yes,1 Fallview Street,10,282
1670,Gisella,Ravens,Female,1978-08-12 00:00:00,Web Designer II,Retail,Mass Customer,N,No,54 Bowman Park,10,221
1671,Nerty,Renak,Female,1957-01-23 00:00:00,Account Executive,Property,Mass Customer,N,Yes,7 Monterey Street,12,438
1671,Nerty,Renak,Female,1957-01-23 00:00:00,Account Executive,Property,Mass Customer,N,Yes,7 Monterey Street,12,710
1672,Sharla,Creebo,Female,1963-04-27 00:00:00,Design Engineer,IT,Affluent Customer,N,Yes,1 Morning Circle,8,161
1673,Suzie,Dahle,Female,1978-11-09 00:00:00,Professor,Financial Services,Affluent Customer,N,Yes,41 Vahlen Park,12,58
1673,Suzie,Dahle,Female,1978-11-09 00:00:00,Professor,Financial Services,Affluent Customer,N,Yes,41 Vahlen Park,12,418
1674,Rahal,Woodman,Female,1977-10-26 00:00:00,Civil Engineer,Manufacturing,High Net Worth,N,No,9175 Ryan Street,12,158
1675,Luke,Wombwell,Male,1955-08-14 00:00:00,Engineer I,Manufacturing,Affluent Customer,N,Yes,2 Pankratz Place,11,166
1676,Ozzy,Olerenshaw,Male,1975-03-31 00:00:00,Information Systems Manager,Health,Mass Customer,N,No,018 Superior Plaza,10,338
1677,Petrina,Pollins,Female,1958-05-28 00:00:00,Editor,Health,Affluent Customer,N,Yes,9737 Vernon Junction,9,176
1677,Petrina,Pollins,Female,1958-05-28 00:00:00,Editor,Health,Affluent Customer,N,Yes,9737 Vernon Junction,9,393
1678,Dale,Hursey,Female,1977-10-07 00:00:00,,Financial Services,High Net Worth,N,Yes,290 Havey Crossing,12,147
1679,Arabel,Kayser,Female,1975-11-03 00:00:00,Programmer II,Health,Mass Customer,N,Yes,4709 Cardinal Hill,12,748
1680,Loise,Austins,Female,1998-07-28 00:00:00,Desktop Support Technician,Property,Mass Customer,N,Yes,087 Fallview Plaza,5,335
1681,Rupert,Gilstoun,Male,1979-12-07 00:00:00,,Health,High Net Worth,N,Yes,116 Sullivan Avenue,9,749
1682,Gerladina,Cuddon,Female,1960-04-25 00:00:00,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,309 Oneill Way,10,338
1683,Brenn,Bacon,U,,Budget/Accounting Analyst I,IT,Mass Customer,N,Yes,86 Morningstar Junction,12,221
1684,Janie,Stonehewer,Female,1979-07-10 00:00:00,Environmental Tech,Manufacturing,Mass Customer,N,No,72 Mosinee Court,9,750
1685,Marya,Milington,Female,1972-03-16 00:00:00,Budget/Accounting Analyst III,IT,Mass Customer,N,No,16 Saint Paul Street,2,37
1686,Fremont,Trundle,Male,1980-07-06 00:00:00,Account Representative IV,Argiculture,Mass Customer,N,Yes,8 Northridge Drive,10,479
1687,Chance,Maben,Male,1991-05-09 00:00:00,,Manufacturing,Affluent Customer,N,Yes,091 Hoard Street,12,504
1688,Charmaine,Suller,Female,1978-12-05 00:00:00,Systems Administrator II,,Mass Customer,N,No,36445 Meadow Valley Road,9,284
1689,Teodor,Larwell,Male,1995-06-18 00:00:00,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,419 2nd Center,9,179
1690,Torey,Kensall,Male,1988-12-19 00:00:00,Food Chemist,Health,Affluent Customer,N,Yes,41 Dwight Way,1,751
1691,Tomlin,,Male,1979-11-16 00:00:00,Account Coordinator,,High Net Worth,N,Yes,1908 Brickson Park Trail,8,114
1691,Tomlin,,Male,1979-11-16 00:00:00,Account Coordinator,,High Net Worth,N,Yes,1908 Brickson Park Trail,8,618
1692,Harriette,De Matteis,Female,1967-04-07 00:00:00,Senior Quality Engineer,Health,Mass Customer,N,Yes,367 Algoma Lane,10,2
1692,Harriette,De Matteis,Female,1967-04-07 00:00:00,Senior Quality Engineer,Health,Mass Customer,N,Yes,367 Algoma Lane,10,181
1693,Ring,Birchall,Male,1965-11-06 00:00:00,Accountant I,Health,Affluent Customer,N,No,9037 Norway Maple Junction,11,419
1694,Tonnie,McLinden,Male,1959-10-11 00:00:00,,IT,Mass Customer,N,Yes,1301 Northwestern Place,9,239
1695,Blanch,Leyshon,Female,1991-05-18 00:00:00,Environmental Specialist,,High Net Worth,N,Yes,3205 Service Park,10,111
1695,Blanch,Leyshon,Female,1991-05-18 00:00:00,Environmental Specialist,,High Net Worth,N,Yes,3205 Service Park,10,752
1696,Mose,Middler,Male,1991-06-07 00:00:00,Librarian,Entertainment,High Net Worth,N,No,906 Pawling Place,6,139
1697,Eddi,Mansbridge,Female,1969-03-29 00:00:00,Occupational Therapist,Health,Mass Customer,N,Yes,53141 Merrick Street,12,222
1698,Christabella,Eldredge,Female,1971-08-24 00:00:00,,Health,Affluent Customer,N,Yes,51 Hollow Ridge Terrace,9,226
1699,Poul,Dumphy,Male,1958-05-08 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,38233 Boyd Alley,6,534
1700,Rana,Streets,Female,1969-09-18 00:00:00,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,21800 Duke Parkway,3,737
1701,Hazlett,Goane,Male,1963-04-24 00:00:00,,Manufacturing,High Net Worth,N,No,3 Buena Vista Pass,5,335
1702,Bryn,Whisby,Male,1956-04-03 00:00:00,Research Nurse,Health,Mass Customer,N,No,11 Victoria Place,11,197
1703,Nerita,Keppie,Female,1991-04-01 00:00:00,Product Engineer,Telecommunications,Mass Customer,N,Yes,78 Colorado Park,8,753
1704,Tremain,Breadon,Male,1962-10-22 00:00:00,Analyst Programmer,IT,High Net Worth,N,No,39846 Springs Crossing,10,133
1705,Nelle,Haworth,Female,1979-08-14 00:00:00,Research Associate,Financial Services,Mass Customer,N,Yes,8 Talisman Avenue,10,325
1706,Slade,Semark,Male,1961-08-19 00:00:00,,Financial Services,High Net Worth,N,Yes,147 Waubesa Point,12,754
1707,Alfonso,Readett,Male,1994-01-02 00:00:00,Cost Accountant,Financial Services,High Net Worth,N,No,2 Dwight Point,5,65
1708,Wenona,Mahaddie,Female,1988-12-30 00:00:00,Marketing Manager,Property,High Net Worth,N,No,62 Mallard Avenue,7,269
1709,Osgood,Seeborne,Male,1974-09-30 00:00:00,Food Chemist,Health,Affluent Customer,N,No,9 Onsgard Court,9,172
1709,Osgood,Seeborne,Male,1974-09-30 00:00:00,Food Chemist,Health,Affluent Customer,N,No,9 Onsgard Court,9,405
1710,Matilde,MacKeeg,Female,1954-06-30 00:00:00,Health Coach IV,Health,High Net Worth,N,No,20415 Clyde Gallagher Parkway,5,149
1711,Marie-jeanne,Mattson,Female,1993-09-26 00:00:00,,Manufacturing,High Net Worth,N,Yes,32 Hagan Junction,9,326
1712,Chad,,Female,1976-10-12 00:00:00,Dental Hygienist,Health,High Net Worth,N,Yes,5 Spohn Alley,11,409
1713,Jennica,Jeeks,Female,1988-11-08 00:00:00,Teacher,Retail,High Net Worth,N,Yes,8 Scott Street,8,232
1714,Esma,Rycroft,Female,1998-06-26 00:00:00,Senior Sales Associate,Property,High Net Worth,N,Yes,02862 Esker Crossing,9,251
1715,Cobb,Schrinel,Male,1988-06-01 00:00:00,Web Developer III,Entertainment,Mass Customer,N,Yes,03 Lillian Street,8,229
1716,Lou,Yellep,Female,1987-01-30 00:00:00,Senior Developer,Telecommunications,Affluent Customer,N,No,644 Karstens Place,11,334
1717,Obadias,Gristwood,Male,1978-11-14 00:00:00,Civil Engineer,Manufacturing,Mass Customer,N,No,0 Graedel Drive,4,102
1718,Eada,Coaster,Female,1994-04-19 00:00:00,Professor,Financial Services,High Net Worth,N,Yes,86 Menomonie Plaza,4,499
1719,Devy,Hannum,Male,1973-07-04 00:00:00,Media Manager IV,Financial Services,High Net Worth,N,No,7233 Lerdahl Lane,7,583
1720,Matilda,Milton,Female,1986-10-06 00:00:00,Staff Accountant II,Financial Services,Mass Customer,N,Yes,5676 Golf View Junction,12,518
1721,Delcine,Hansod,Female,1980-10-22 00:00:00,Senior Quality Engineer,Financial Services,High Net Worth,N,No,2 Mcguire Terrace,7,218
1722,Fritz,Geare,Male,1963-07-17 00:00:00,Cost Accountant,Financial Services,Mass Customer,N,No,773 Tomscot Plaza,10,271
1723,Atalanta,Stoeck,Female,1986-10-24 00:00:00,Geologist IV,,Mass Customer,N,Yes,5 Fisk Way,12,58
1723,Atalanta,Stoeck,Female,1986-10-24 00:00:00,Geologist IV,,Mass Customer,N,Yes,5 Fisk Way,12,418
1724,Davita,Pristnor,Female,1999-01-24 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,0 Pierstorff Place,8,321
1725,Corena,Postlewhite,Female,1979-07-19 00:00:00,Junior Executive,Manufacturing,High Net Worth,N,Yes,25253 Straubel Trail,10,2
1725,Corena,Postlewhite,Female,1979-07-19 00:00:00,Junior Executive,Manufacturing,High Net Worth,N,Yes,25253 Straubel Trail,10,181
1726,Mariette,Alexsandrev,Female,1973-08-06 00:00:00,Junior Executive,Financial Services,High Net Worth,N,No,752 Nevada Circle,10,278
1727,Everard,,Male,1978-05-10 00:00:00,Assistant Media Planner,Entertainment,High Net Worth,N,No,0672 Mitchell Terrace,5,594
1728,Pryce,Larner,Male,1977-05-04 00:00:00,Paralegal,Financial Services,Affluent Customer,N,No,78 Parkside Trail,8,59
1729,Alla,Kyles,Female,1987-11-16 00:00:00,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7962 Dottie Park,5,755
1730,Tildi,Kirkup,Female,1985-12-21 00:00:00,Senior Financial Analyst,Financial Services,Mass Customer,N,No,0 Westport Center,4,324
1731,Aigneis,MacKall,Female,1959-03-11 00:00:00,Health Coach III,Health,High Net Worth,N,Yes,63862 Dawn Park,2,178
1732,Elihu,Cudworth,Male,1978-07-07 00:00:00,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,2538 Gateway Pass,4,203
1733,Gothart,Coomer,Male,1986-05-26 00:00:00,Associate Professor,Financial Services,High Net Worth,N,No,33006 Petterle Trail,8,503
1734,Adriana,Cullerne,Female,1977-10-10 00:00:00,Community Outreach Specialist,Retail,Mass Customer,N,Yes,0130 Loeprich Lane,9,756
1735,Sly,Offord,Male,1966-09-07 00:00:00,Occupational Therapist,Health,Mass Customer,N,No,0 Warner Road,4,542
1736,Garrek,Rowbotham,Male,1998-05-10 00:00:00,Associate Professor,IT,Affluent Customer,N,No,7 Ohio Court,8,260
1737,Benny,Jammet,Female,1976-09-06 00:00:00,Senior Developer,Property,Affluent Customer,N,Yes,27 Evergreen Terrace,9,162
1738,Frankie,Seydlitz,Male,1985-04-24 00:00:00,Engineer II,Argiculture,High Net Worth,N,Yes,17 Ohio Drive,7,469
1739,Burnaby,Stiffkins,Male,1954-10-06 00:00:00,Software Consultant,Entertainment,Mass Customer,N,No,4912 Lukken Way,3,297
1740,Faythe,Janaszewski,U,,Research Associate,IT,Mass Customer,N,Yes,89 Cherokee Road,8,3
1741,Karlens,Carneck,Male,1994-07-11 00:00:00,General Manager,Financial Services,High Net Worth,N,No,4216 Annamark Pass,4,96
1742,Quintin,Dublin,Male,1958-08-17 00:00:00,Tax Accountant,,High Net Worth,N,No,6 Forest Dale Parkway,4,118
1743,Pall,Creek,Male,1981-07-25 00:00:00,Director of Sales,Manufacturing,Affluent Customer,N,Yes,1 Namekagon Parkway,5,444
1744,Phoebe,Kahen,Female,1972-01-21 00:00:00,Nurse Practicioner,Financial Services,High Net Worth,N,No,09810 Dayton Hill,8,452
1745,Leigha,Clawson,Female,1955-08-23 00:00:00,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,85 Magdeline Crossing,9,757
1746,Kev,,Male,1962-01-05 00:00:00,Operator,IT,High Net Worth,N,No,7 Laurel Avenue,12,82
1746,Kev,,Male,1962-01-05 00:00:00,Operator,IT,High Net Worth,N,No,7 Laurel Avenue,12,758
1747,Obadiah,Fairall,Male,1987-03-14 00:00:00,Research Assistant II,Financial Services,Affluent Customer,N,No,441 Old Shore Circle,11,614
1748,Skell,Oxenden,Male,1956-06-07 00:00:00,Recruiter,Manufacturing,Mass Customer,N,Yes,5 Huxley Point,10,133
1749,Debbi,Petschelt,Female,1980-10-22 00:00:00,,Telecommunications,High Net Worth,N,No,3483 Burrows Hill,11,518
1750,Filbert,Evreux,Male,1959-05-13 00:00:00,Internal Auditor,Entertainment,Mass Customer,N,Yes,84707 Harper Circle,10,759
1751,Sara-ann,Haddick,Female,1969-03-23 00:00:00,,Health,Mass Customer,N,No,78 Jackson Point,11,42
1751,Sara-ann,Haddick,Female,1969-03-23 00:00:00,,Health,Mass Customer,N,No,78 Jackson Point,11,309
1752,Diane,Busk,Female,1977-01-27 00:00:00,Systems Administrator II,,Mass Customer,N,No,8 Armistice Circle,6,71
1753,Kerry,Ford,Female,1997-10-12 00:00:00,VP Product Management,Health,High Net Worth,N,Yes,73425 Mitchell Court,3,675
1754,Zonnya,Tolland,Female,1965-11-27 00:00:00,,Retail,Mass Customer,N,Yes,4 5th Circle,2,470
1755,Dagmar,Panyer,Female,1986-08-23 00:00:00,Tax Accountant,Property,Mass Customer,N,No,096 Anniversary Point,12,236
1756,Daron,,Female,1976-12-17 00:00:00,Junior Executive,,High Net Worth,N,No,7714 Heffernan Circle,8,296
1756,Daron,,Female,1976-12-17 00:00:00,Junior Executive,,High Net Worth,N,No,7714 Heffernan Circle,8,406
1757,Hashim,Hartwell,Male,1966-03-03 00:00:00,,IT,High Net Worth,N,No,2 Portage Avenue,9,26
1757,Hashim,Hartwell,Male,1966-03-03 00:00:00,,IT,High Net Worth,N,No,2 Portage Avenue,9,289
1758,Helli,Cooksley,Female,1971-10-28 00:00:00,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,636 Debs Circle,9,645
1759,Quillan,Shortland,Male,1969-06-02 00:00:00,Biostatistician IV,Financial Services,High Net Worth,N,No,08731 Coleman Lane,6,760
1760,Kelsy,Barrowcliff,Female,1966-04-27 00:00:00,Dental Hygienist,Health,High Net Worth,N,No,12860 Warner Court,8,761
1761,Kassi,List,Female,1974-08-29 00:00:00,Legal Assistant,Manufacturing,Mass Customer,N,Yes,10 Cambridge Street,7,745
1762,Gaye,Steutly,Female,1978-04-30 00:00:00,Research Assistant II,Health,Mass Customer,N,Yes,8943 Knutson Point,9,762
1763,Suzie,Ornillos,Female,1994-10-30 00:00:00,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,3 Nevada Road,3,343
1764,Zaria,Van der Krui,Female,1960-06-21 00:00:00,Desktop Support Technician,,Mass Customer,N,Yes,01 Havey Drive,12,143
1765,Sibella,O' Mara,Female,1967-02-13 00:00:00,Senior Quality Engineer,,High Net Worth,N,No,466 Westport Drive,7,131
1766,Maye,O'Moylane,Female,1985-10-20 00:00:00,Senior Quality Engineer,,Affluent Customer,N,No,40985 Cherokee Junction,10,90
1766,Maye,O'Moylane,Female,1985-10-20 00:00:00,Senior Quality Engineer,,Affluent Customer,N,No,40985 Cherokee Junction,10,282
1767,Cicely,Millier,Female,1959-03-10 00:00:00,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,410 Hoepker Pass,5,389
1768,Normand,Ganderton,Male,1974-02-09 00:00:00,Programmer I,Manufacturing,High Net Worth,N,No,6 Reinke Street,10,226
1769,Sheridan,Shaves,Male,1960-11-26 00:00:00,,,Mass Customer,N,Yes,9097 Superior Drive,8,763
1770,Chrysler,Vasile,Female,1995-04-10 00:00:00,Junior Executive,,Mass Customer,N,Yes,6 Hansons Park,7,44
1770,Chrysler,Vasile,Female,1995-04-10 00:00:00,Junior Executive,,Mass Customer,N,Yes,6 Hansons Park,7,195
1771,Zarah,Santello,Female,1974-11-01 00:00:00,Geological Engineer,Manufacturing,Mass Customer,N,Yes,5394 Dryden Terrace,11,757
1772,Michael,Foulis,Male,1984-07-07 00:00:00,Financial Analyst,Financial Services,High Net Worth,N,Yes,56 Bultman Parkway,1,764
1773,Nickolas,Guittet,U,,,IT,Mass Customer,N,Yes,835 West Hill,11,356
1774,Vidovik,Astall,Male,1978-11-01 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8 Vermont Pass,9,427
1774,Vidovik,Astall,Male,1978-11-01 00:00:00,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8 Vermont Pass,9,664
1775,Kimberly,Dishmon,Female,1995-10-01 00:00:00,Actuary,Financial Services,Affluent Customer,N,No,6238 Hanover Crossing,7,371
1775,Kimberly,Dishmon,Female,1995-10-01 00:00:00,Actuary,Financial Services,Affluent Customer,N,No,6238 Hanover Crossing,7,598
1776,Korey,Gate,Male,1978-08-26 00:00:00,Accountant I,Financial Services,Affluent Customer,N,No,2 Thierer Plaza,3,534
1777,Lucinda,Jerok,Female,1994-05-02 00:00:00,Sales Representative,Retail,Affluent Customer,N,No,71776 Express Avenue,8,54
1777,Lucinda,Jerok,Female,1994-05-02 00:00:00,Sales Representative,Retail,Affluent Customer,N,No,71776 Express Avenue,8,211
1778,Emera,Margrem,Female,2000-07-30 00:00:00,Staff Accountant III,,Mass Customer,N,Yes,162 Golf View Hill,6,765
1779,Krishnah,Firmage,Male,1996-11-19 00:00:00,Information Systems Manager,Argiculture,Affluent Customer,N,No,7389 Union Place,8,55
1779,Krishnah,Firmage,Male,1996-11-19 00:00:00,Information Systems Manager,Argiculture,Affluent Customer,N,No,7389 Union Place,8,410
1780,Maude,Tixier,U,,Research Associate,IT,Mass Customer,N,No,07 Miller Pass,9,484
1781,Sammie,Uglow,Male,1965-07-26 00:00:00,Data Coordiator,,Affluent Customer,N,No,30 Delladonna Plaza,8,59
1782,Ewen,Emes,Male,1966-12-22 00:00:00,Pharmacist,Health,Affluent Customer,N,Yes,7395 Blackbird Lane,9,468
1783,Brett,McCalister,Male,1995-07-30 00:00:00,,Retail,Mass Customer,N,Yes,79427 Hudson Trail,1,668
1784,Louella,O' Timony,Female,1994-10-15 00:00:00,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,67 Hooker Place,5,457
1785,Marty,Whatford,Male,1960-12-10 00:00:00,Clinical Specialist,Health,Mass Customer,N,No,0380 Chinook Avenue,12,42
1785,Marty,Whatford,Male,1960-12-10 00:00:00,Clinical Specialist,Health,Mass Customer,N,No,0380 Chinook Avenue,12,309
1786,Lonee,Gorce,Female,1962-03-20 00:00:00,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,4092 Brentwood Trail,10,280
1787,Tull,Godehard.sf,Male,1976-11-21 00:00:00,Executive Secretary,Retail,High Net Worth,N,Yes,613 Mayfield Trail,6,180
1788,Anna-diana,Kurten,Female,1964-08-10 00:00:00,Account Representative IV,Financial Services,High Net Worth,N,Yes,2 Spohn Court,9,93
1788,Anna-diana,Kurten,Female,1964-08-10 00:00:00,Account Representative IV,Financial Services,High Net Worth,N,Yes,2 Spohn Court,9,200
1789,Talya,Darycott,Female,1986-08-29 00:00:00,Analog Circuit Design manager,Property,Mass Customer,N,No,05239 Springs Circle,7,247
1790,Vite,Molyneux,Male,1993-09-25 00:00:00,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,59 Old Gate Drive,5,734
1791,Ninon,Van Der Hoog,Female,1974-12-25 00:00:00,Data Coordiator,IT,Affluent Customer,N,Yes,31186 Hoard Junction,12,183
1792,Dunstan,Kegley,Male,1988-04-07 00:00:00,,Financial Services,Mass Customer,N,No,2 Crest Line Crossing,9,479
1793,Hewett,Handes,Male,1989-06-14 00:00:00,Actuary,Financial Services,Mass Customer,N,Yes,18083 Mallard Drive,7,386
1793,Hewett,Handes,Male,1989-06-14 00:00:00,Actuary,Financial Services,Mass Customer,N,Yes,18083 Mallard Drive,7,766
1794,Caro,McKirton,Female,1969-03-10 00:00:00,Administrative Officer,Property,Mass Customer,N,No,93 Lakeland Court,6,244
1795,Wally,Rebbeck,Male,1977-09-21 00:00:00,Internal Auditor,Manufacturing,Affluent Customer,N,No,023 Thackeray Lane,12,61
1795,Wally,Rebbeck,Male,1977-09-21 00:00:00,Internal Auditor,Manufacturing,Affluent Customer,N,No,023 Thackeray Lane,12,182
1796,Cayla,Marcus,Female,1969-11-28 00:00:00,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,79737 Hollow Ridge Trail,9,467
1797,Basile,Le Floch,Male,1974-05-16 00:00:00,Assistant Professor,,Mass Customer,N,No,95465 Union Plaza,7,288
1798,Eunice,Risom,Female,2000-10-11 00:00:00,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,66238 Old Gate Circle,9,767
1799,Tito,Brash,Male,1977-12-23 00:00:00,,,Affluent Customer,N,No,3 Delladonna Street,3,768
1800,Dianemarie,Hatherall,Female,1955-09-23 00:00:00,Executive Secretary,Argiculture,High Net Worth,N,No,3 Mallard Center,8,281
1801,Bendix,Olivella,Male,1976-12-23 00:00:00,Legal Assistant,Manufacturing,Affluent Customer,N,No,31 Eastwood Circle,3,589
1802,Lizzie,Duke,Female,1973-04-11 00:00:00,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,507 Onsgard Place,1,264
1803,Clarinda,Edlyn,Female,1988-01-13 00:00:00,,,Mass Customer,N,No,69555 Dakota Alley,5,3
1804,Matelda,Kordas,Female,1963-03-28 00:00:00,Product Engineer,Property,Affluent Customer,N,No,21969 Lawn Court,9,769
1805,Venus,Sketch,Female,1976-10-15 00:00:00,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,7 Erie Court,7,131
1806,Gil,De Gregorio,U,,Software Test Engineer IV,IT,Mass Customer,N,No,0724 Oxford Crossing,9,599
1807,Pollyanna,Serjeantson,Female,1955-03-15 00:00:00,Help Desk Operator,,High Net Worth,N,Yes,1 Monterey Terrace,12,765
1808,Charles,Carren,Male,1965-12-15 00:00:00,Information Systems Manager,Retail,High Net Worth,N,No,75 Duke Plaza,9,280
1809,Reba,Southon,Female,1961-01-26 00:00:00,Programmer II,Health,Mass Customer,N,Yes,156 Lakeland Way,9,452
1810,Royall,Terris,Male,1959-05-06 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,No,91 Mosinee Point,5,50
1810,Royall,Terris,Male,1959-05-06 00:00:00,Geological Engineer,Manufacturing,High Net Worth,N,No,91 Mosinee Point,5,300
1811,Sylvan,Sugge,Male,1999-10-13 00:00:00,,Financial Services,Mass Customer,N,No,1508 Hooker Avenue,8,535
1812,Daffi,Sewley,Female,1959-07-11 00:00:00,Clinical Specialist,Health,Affluent Customer,N,No,3202 Ridge Oak Alley,9,503
1813,Reeva,Eakeley,Female,2001-05-19 00:00:00,Technical Writer,Manufacturing,Mass Customer,N,No,5510 Pepper Wood Street,6,454
1813,Reeva,Eakeley,Female,2001-05-19 00:00:00,Technical Writer,Manufacturing,Mass Customer,N,No,5510 Pepper Wood Street,6,653
1814,Shawn,Platfoot,Female,1988-08-18 00:00:00,Web Designer IV,Retail,Affluent Customer,N,No,42952 Fairfield Center,8,364
1814,Shawn,Platfoot,Female,1988-08-18 00:00:00,Web Designer IV,Retail,Affluent Customer,N,No,42952 Fairfield Center,8,770
1815,Bab,Bingall,Female,1954-03-26 00:00:00,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,1 Garrison Street,12,771
1816,Lonni,Andrichak,Female,1977-02-25 00:00:00,,Argiculture,Mass Customer,N,No,013 Armistice Street,10,485
1817,Jozef,Frizzell,Male,1975-03-13 00:00:00,Graphic Designer,,High Net Worth,N,No,3201 Canary Center,9,510
1818,Katha,Lockhurst,Female,1967-04-01 00:00:00,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,4365 Basil Junction,7,434
1819,Deedee,Fransinelli,Female,1994-11-23 00:00:00,Graphic Designer,Entertainment,Mass Customer,N,Yes,1164 Toban Road,5,339
1820,Yard,Teeney,Male,1996-04-02 00:00:00,Software Engineer II,IT,Affluent Customer,N,No,2364 Dovetail Way,6,713
1821,Fields,Bayne,Male,1972-03-09 00:00:00,Web Developer IV,Entertainment,High Net Worth,N,Yes,738 Sloan Place,5,39
1822,Trudie,Capper,Female,1962-09-18 00:00:00,,Financial Services,Mass Customer,N,No,318 Jenifer Alley,11,135
1823,Trude,Rizzardo,Female,1974-05-24 00:00:00,VP Quality Control,,High Net Worth,N,No,6395 Anthes Hill,4,441
1824,Robbie,Yakubovics,Female,1959-10-12 00:00:00,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,36516 Forster Lane,7,587
1825,Arv,Whitsey,Male,1967-02-14 00:00:00,VP Quality Control,Financial Services,Mass Customer,N,Yes,107 Garrison Plaza,10,204
1826,Jareb,Langcaster,Male,1961-01-10 00:00:00,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,717 Oakridge Way,8,239
1827,Stormie,Smyth,Female,1978-01-15 00:00:00,Sales Representative,Retail,Affluent Customer,N,Yes,16405 Doe Crossing Parkway,3,513
1828,Leigha,Bacchus,Female,1987-12-02 00:00:00,Junior Executive,Manufacturing,Affluent Customer,N,No,16 Monument Place,3,264
1829,Darcy,Jaslem,Male,1980-10-29 00:00:00,Editor,,Mass Customer,N,No,99841 Talisman Street,3,772
1830,Nathan,Antognazzi,Male,1985-04-30 00:00:00,Software Consultant,Manufacturing,High Net Worth,N,No,21 Duke Hill,4,773
1831,Lisle,Yokel,Male,1977-11-13 00:00:00,Social Worker,Health,Mass Customer,N,No,891 Anderson Parkway,10,774
1832,Elicia,Normanvill,Female,1964-11-05 00:00:00,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,9446 Holmberg Court,11,385
1833,Klemens,Eite,Male,1967-03-15 00:00:00,Actuary,Financial Services,High Net Worth,N,Yes,46512 Cambridge Avenue,8,124
1834,Otes,Gottelier,Male,1977-06-30 00:00:00,Director of Sales,Financial Services,High Net Worth,N,Yes,54250 Welch Pass,11,147
1835,Rodrigo,Felce,Male,1993-06-30 00:00:00,Financial Advisor,Financial Services,Affluent Customer,N,Yes,734 South Court,8,203
1836,Rochella,Harce,Female,1955-06-05 00:00:00,Research Nurse,Health,Mass Customer,N,Yes,769 Banding Avenue,10,390
1837,Tirrell,Cosgreave,Male,1973-12-29 00:00:00,Account Coordinator,Manufacturing,Mass Customer,N,Yes,2590 Northport Hill,11,61
1837,Tirrell,Cosgreave,Male,1973-12-29 00:00:00,Account Coordinator,Manufacturing,Mass Customer,N,Yes,2590 Northport Hill,11,182
